Date,SX5E,ADS.DE,AKZA.AS,ALV.DE,ASML.AS,ATO.PA,BAS.DE,BAYN.DE,BEI.DE,BMW.DE,BN.PA,BNP.PA,CA.PA,CAP.PA,CO.PA,CON.DE,CRBN.AS,CS.PA,DAI.DE,DBK.DE,DSY.PA,DTE.DE,EN.PA,ENGI.PA,EO.PA,EXO.MI,G.MI,GFC.PA,HEI.DE,HEIA.AS,RMS.PA
2000/3/21,5266.23,7.274529457,21.09501076,185.9803925,33.07555389,90.41242981,7.675593376,24.11232185,10.9063406,14.3291111,9.609576225,14.81826878,46.72642899,178.3493042,39.9368782,11.35982895,9.92856884,5.27519846,29.47153091,29.22736359,34.28530502,29.6856842,26.56290245,14.53958511,26.62589455,30.82103539,13.62268353,15.59260082,38.99630356,28.60261726,30.92680359
2000/3/22,5268.35,7.113368511,20.60524368,190.1550751,33.44028091,87.63031769,7.746517181,23.9577446,11.0772686,14.91353321,10.21381092,14.78318024,48.04349518,187.3313751,40.45892715,11.85378933,10.18915939,5.546707153,29.83965492,29.31709671,34.24886322,28.95513725,27.24177551,14.35774326,26.69436836,30.73298264,13.56932163,15.74252605,40.06180191,29.8202858,32.03929901
2000/3/23,5259.15,7.075371265,20.610075,187.1731262,34.21999359,87.18728638,7.738636971,23.45140266,10.98326588,14.45898533,9.907248497,14.64291096,48.04349518,191.7900848,40.43717575,11.73031521,10.42369938,5.701862812,29.58413315,28.68869591,32.0627594,28.35468864,27.05029869,14.1363678,25.33229256,29.91107941,13.71474171,15.77250099,38.66144943,29.53530312,31.66103363
2000/3/24,5379.75,6.983653069,20.85254097,191.9901123,35.38957214,83.52072906,7.848963261,23.45140266,11.62431526,14.63214397,9.849508286,14.64291096,47.4148941,193.2117157,38.71876144,11.39073086,10.37157822,5.624282837,30.40266609,29.59466171,34.4310379,29.82245636,28.37322426,14.3103056,24.98320198,28.73697853,14.19936848,15.8175087,38.539711,29.56121254,32.26177979
2000/3/27,5369.11,7.260117531,21.18231583,192.0359497,35.08776093,84.72186279,7.762277126,23.77652359,12.17130375,14.09101391,9.996103287,14.83580971,48.6421814,192.4362488,39.1103096,11.74882793,10.42369938,5.740652084,30.33771324,29.05593872,36.16169357,29.35543251,29.59170532,14.54749393,25.81141853,28.32602692,14.12665558,15.75751877,38.66144943,29.22441101,31.81682014
2000/3/28,5426.57,7.212951183,21.45869827,196.3483124,36.03097916,87.88301086,7.722875595,24.43744659,12.30977154,14.35076141,10.04943752,14.73059082,49.54018402,192.3716583,38.80577087,11.63767624,10.37157822,5.740652084,29.46720123,29.58646774,36.79930496,30.55634308,30.0965004,14.43680668,26.00991249,27.50414276,13.89887047,15.75751877,38.30224228,29.53530312,30.81560326
2000/3/29,5416.32,7.429140091,21.16778374,198.3668365,34.08167648,87.5671463,7.833202839,25.00769043,12.35935974,14.89188957,9.996103287,14.66045284,47.74416733,188.0421448,40.67644882,11.57594013,10.137043,5.779441833,29.4542141,29.23960876,34.06668091,29.85581398,30.11390495,14.63446045,26.00991249,26.82895088,14.17511177,15.75751877,35.67809677,29.97574234,30.70432091
2000/3/30,5251.97,7.678089142,20.92531013,198.8714447,30.57287788,83.45755005,7.773310661,24.9437294,12.308074,14.68841839,10.00054932,14.66045284,44.90047455,174.4721222,41.37251282,11.73031521,10.44975567,5.818229198,29.53649712,28.65197372,32.66394424,27.78759193,29.17393875,14.84793282,25.32538033,25.77222443,14.1412096,15.77250099,35.92169189,29.40576172,29.59183502
2000/3/31,5249.55,7.599472523,21.62845421,196.1188812,29.35298157,85.35441589,7.809560776,24.93311119,12.9918375,14.35076141,10.26266193,14.46755791,40.08115387,182.8726044,41.11148834,11.73031521,10.42369938,5.740652084,29.45853996,28.23975754,35.92486954,28.021101,28.72135544,14.19961739,26.33160591,25.09711456,14.04423904,15.83249569,35.85472488,28.93942451,32.26177979
2000/4/3,5118.37,7.468447685,21.82242966,191.0496063,26.74968719,82.95160675,7.691352844,25.02371979,11.9661665,14.35076141,10.50703812,14.69550037,38.58446884,168.0101929,40.45892715,11.17461777,10.24128246,5.818229198,30.1861248,30.18633652,29.91310692,25.16895676,25.90143776,14.09683609,27.34465408,23.57078934,14.29628181,15.5326376,35.43456268,28.49897957,29.36936188
