Date,ADS.DE,AKZA.AS,ALV.DE,ASML.AS,ATO.PA,BAS.DE,BAYN.DE,BEI.DE,BMW.DE,BN.PA,BNP.PA,CA.PA,CAP.PA,CO.PA,CON.DE,CRBN.AS,CS.PA,DAI.DE,DBK.DE,DSY.PA,DTE.DE,EN.PA,ENGI.PA,EO.PA,EXO.MI,G.MI,GFC.PA,HEI.DE,HEIA.AS,RMS.PA
2016/4/5,616977,490156,1840331,1307239,386024,3781976,2516444,445503,2052746,1352598,4987216,4049629,676096,908234,924310,119829,7807803,7781240,12055088,274085,9685434,2885828,7917368,589695,473832,13227644,101999,712688,650261,37314
2016/4/6,514152,667353,1457881,1154290,410583,2828802,1670429,499342,1659586,1133872,4219297,3328368,742886,956780,521617,49091,8024123,9900926,13405849,276650,8778322,1383232,3856822,458652,576812,7944831,82948,540428,398410,57142
2016/4/7,584383,416917,1341528,1116307,283898,3048641,2285622,539426,1708302,1353251,5597328,2330647,675435,581854,372772,76941,6656384,7746968,11903738,303389,8430602,1398889,4021637,321632,564807,7305143,51024,533914,533421,89880
2016/4/8,589101,412464,1537701,858325,305845,2864003,2086525,364007,1284426,1407062,4245222,2421039,434657,640627,332781,79163,6731480,4859834,11331778,181955,7867282,1512164,6944564,442649,394431,8497825,57866,619660,526512,89369
2016/4/11,543623,713982,1108205,1049027,264597,2742899,1445338,333617,1165326,1531972,3537921,3885375,563573,527731,292106,35719,4935277,3797200,11724513,177323,7727579,1176489,4887171,383009,618839,7972522,39853,379805,419765,46414
2016/4/12,463488,483504,1088103,1057443,317371,2163643,1412374,279629,1320701,1440203,3357582,2503274,389003,621482,394676,61933,7957042,3428309,13892224,225395,7779429,1339017,6407702,433040,532315,9344188,63708,443434,546272,76104
2016/4/13,700285,611734,2116085,1141538,540913,3581517,2311768,372042,2267654,1799038,5359412,5139515,547298,750344,540750,120756,11716901,5072362,21256711,217452,9651889,1359099,6101781,646812,498054,10923567,84541,903299,621499,74160
2016/4/14,664651,580991,1519020,1539776,1030551,4276301,1632980,324972,1718337,1583881,4079776,3887642,475263,745811,282127,78001,9676233,3212697,13402811,186698,8230760,1257618,4133483,605623,622400,9306936,76530,620759,541407,46596
2016/4/15,508361,791613,1549821,1135100,484074,2672741,1838968,329886,1495738,2072142,3115263,7876026,592428,473878,410029,89406,6978586,4849700,7766527,159201,7999225,1564372,3982677,1359947,523393,6180792,102641,558358,862132,45489
2016/4/18,559018,792593,1280530,1196940,352862,3173385,1269060,183337,1869912,1402972,3303565,3493631,543576,374993,278788,192920,4970628,3933160,9695624,196360,5511094,1076864,3838637,679714,459147,6869865,78087,449505,505721,50842
2016/4/19,760455,1378664,1754244,1151591,419573,3957742,2944279,525288,2054926,2456589,3812856,3123213,538928,386219,368380,127082,5758786,6463263,10816854,159870,9459234,1419988,5592966,1496372,588304,5646337,57280,728504,493730,40982
2016/4/20,657700,815192,1941063,2984601,700902,2806527,1381847,253959,1922678,1580834,4292269,2603808,583957,597579,310884,168972,5942927,4349734,13619964,416856,7121028,818834,4812172,993611,566938,6262916,38613,576370,1522822,35170
2016/4/21,943768,523029,1513713,1669129,1143697,3577936,1909908,328039,1823710,2058197,5737218,3236518,858851,583341,335613,89447,5065226,5087863,13037300,599820,7892385,1093398,4535031,769374,362310,8319839,61805,796229,800840,61217
2016/4/22,626080,708131,1190339,815064,507767,2105556,1736625,267531,2129746,1298155,3112222,2556189,565933,367627,411606,113342,8075462,11679067,8376534,285150,6548477,980170,3453565,930645,349738,8629525,48910,606017,659322,60386
2016/4/25,569192,523145,1162053,848760,494009,2680415,1531792,224684,2338947,1248616,3592900,3483857,356359,309224,165114,539846,4479680,4386703,10824361,245944,6093607,1132959,5405468,697774,288679,5975660,54812,519200,635840,31211
2016/4/26,667078,708460,1186800,1066156,471997,2670131,2396142,275966,1400989,1295979,3460017,2806472,713684,431085,222999,216518,5562535,3441306,9579453,232207,7887865,1309860,7490984,526713,546426,6830433,79266,362067,548171,41493
2016/4/27,3055239,466649,1810934,1245956,344857,3641968,3383716,274472,1214112,1312143,3621393,2059581,1116130,367634,304840,181836,5289020,3582401,8968625,290788,7777331,1039403,8737150,556374,303466,6354299,42704,302422,612609,36336
2016/4/28,1326993,368707,1481991,1601973,496410,3833246,2933884,322712,1766563,1418717,4312668,4022645,666509,492541,455374,81185,6195501,3277856,15189815,159779,6903495,1065544,7222036,413296,290415,8840725,42265,304396,808683,88680
2016/4/29,1104218,849038,1985735,1885811,524509,6853046,4051828,363828,2252489,1848227,4627512,3721607,621365,525644,833507,129270,8023235,4969295,12655909,220605,11986230,1190442,8947596,374345,310620,9311590,82193,642488,1051002,87973
2016/5/2,576267,235630,2303292,920555,245366,3989879,2340329,187183,1531004,778966,2239575,2323969,200958,308099,348260,111508,3515018,2395045,8756998,151435,4216031,516033,4670391,352286,345380,4741059,28697,338249,337244,64379
2016/5/3,652088,667008,2402620,1422642,440837,3396628,2739920,512298,3093464,1166903,5795164,3540302,448499,808817,375534,79405,6194779,4762204,14419132,264611,8825953,1212830,6387597,320771,664559,6965987,53311,582080,712036,65872
2016/5/4,919854,480090,2754633,1071518,428070,2633418,2752458,663580,2096952,1484607,4704883,3316209,531495,509352,602692,59787,7276770,3733413,11759402,200891,12316092,933801,5495315,398205,628337,6042673,68169,1115071,760841,46074
2016/5/5,682575,341742,2042162,828241,296383,2006366,2274031,284323,1480636,1092702,4284347,2370648,383396,230625,366623,55210,4791960,3214758,8634936,126380,6022156,671880,5683197,374960,388529,5160867,25860,512802,533992,36971
2016/5/6,922316,680728,2272580,1182039,392835,3099137,2292989,237459,2446801,1822268,5518014,3126768,589425,239732,478399,78445,9411693,3542516,12954854,221349,9682906,772261,4629759,561704,370388,7651592,56978,494087,680329,38688
2016/5/9,747931,344525,1194239,909025,348361,2811940,1846614,248407,1624828,1617939,3216613,3301605,566087,430332,395097,89165,5419827,3206821,8311534,250603,9358113,1094392,3832593,553664,380255,5919376,45850,633876,555488,30559
2016/5/10,838988,581027,1191883,870023,407663,2434164,1989532,306787,1783410,1256869,3416500,3404627,427950,363456,329120,145073,4983372,3378838,9342653,161596,9456703,724713,4770761,660108,374112,8908822,44465,530436,545113,58458
2016/5/11,705455,550295,1595121,955428,489653,2340710,1535522,229374,1307035,949100,2825295,2353736,372788,356100,251196,69312,4731822,2940964,9108105,117251,7981499,682055,5249283,346724,339277,8029065,31966,805898,498365,35974
2016/5/12,854173,536290,1992492,1126364,397715,4583297,6315718,180250,2708165,1031161,3668807,3378503,506071,1244395,363478,89077,6734661,3282425,8399280,251545,9711897,585655,4652297,410396,372080,19974264,85750,679788,481410,46387
2016/5/13,1176195,557284,1738225,1298721,371860,2879792,3742230,136508,2570526,1168390,3574016,2307187,410884,511216,530919,136206,6617442,3546882,8038994,220294,10487490,1444281,4170023,504858,442491,10320486,94291,552382,565684,31566
2016/5/17,864960,482128,1333475,1543423,361851,2831515,2571216,282490,2952708,1470073,3929421,2897969,495363,412524,603781,142267,4774418,5576312,12990042,252432,11683824,952615,3947254,699886,536973,9350204,60895,568853,557267,34776
2016/5/18,502564,435393,1523665,987582,401574,2411717,2013967,221718,2053563,1394016,3305257,2418870,433586,482004,387035,120718,5222165,3693775,10404617,201790,8337931,503130,3164813,411821,591184,6260894,63763,501040,619669,35944
2016/5/19,532973,476343,1226707,883494,562670,2850832,12210160,195592,2372266,1077640,4557841,3144757,520282,420986,431826,91232,7070288,3431789,11690629,156769,8371834,635285,3908042,520311,438310,8273143,105844,569809,828534,35122
2016/5/20,962446,487548,1546905,1419359,370615,2512107,4840502,202520,1889879,2128033,4395458,3745352,486514,258718,798032,76667,7010249,4501447,8306463,177741,9404608,833924,4618231,333325,558314,8433743,108695,465619,412167,61144
2016/5/23,790269,477927,1100893,1014739,434558,2255746,9801585,199005,1654356,1055257,3245945,2830298,653421,286750,423739,53662,4022424,4655184,7578969,159737,9487148,575516,2675211,404939,858341,7591339,77585,457439,538754,44948
2016/5/24,607558,549074,1591602,1189665,364701,2671479,8396324,276872,2170646,1359221,5405037,3242322,619246,341518,328486,148372,7193642,4671850,8445314,165393,12371557,1043647,3626807,420915,404156,9433124,86667,472925,665870,48697
2016/5/25,575992,478895,1738512,1252839,357294,2357870,5735963,334707,2025847,1370481,5227308,2262872,550757,367175,429519,86413,6674126,4884151,13025216,168047,14966578,670357,4223142,378306,644473,9385715,71496,485068,759663,54926
2016/5/26,524531,502206,1294191,1015971,329287,2062760,4766400,251076,2067667,1264771,6260623,2069981,554195,164990,423505,47785,4527645,3722757,9346974,154418,11020226,633933,3888196,324484,313568,7099537,62054,432768,386673,30889
2016/5/27,419406,1003161,1074944,1102096,345892,1893234,3631984,329198,1348277,1048088,4205978,1827239,326850,201809,311077,115961,4130505,3165375,7497326,176177,9123157,578802,3836912,453022,260817,4580345,80844,656537,582195,43271
2016/5/30,235436,332975,644643,505468,261816,907164,1878029,148465,686324,673447,2015314,880205,398223,155925,149739,48400,2524561,3651235,3484619,75605,4036465,469508,2792670,268540,280657,4459577,29308,208823,214308,18021
2016/5/31,1798089,924718,1310109,2236109,541498,2371231,3632510,530498,2144111,1434444,3677184,2324089,618761,371897,464646,113226,7043657,3861880,8587435,257705,10179283,952376,5528702,494296,471740,8234351,585732,546070,797626,98887
2016/6/1,710264,549779,1194649,1014661,550322,2153899,3059428,312284,1920236,957385,4586203,2662064,459919,362629,305679,65951,4292479,3125606,10286272,221014,8769882,499790,6878168,651587,296594,5847218,87348,427726,501910,44429
2016/6/2,481830,563184,878858,749184,530638,1868041,3282304,287726,1311682,878163,6142214,2405219,1160597,275464,351403,32557,3049847,2351638,10164520,204958,5756276,427417,4167230,753772,220256,4536490,69155,390105,390889,42826
2016/6/3,571197,408234,1343756,1102457,371042,2771988,5430181,439875,1905975,1050767,5299140,4366724,877740,254718,324826,90247,6744543,4894783,12915993,324771,7796472,529299,5417983,628444,434098,8338944,67599,530552,413613,38292
2016/6/6,406150,290373,718109,674746,296401,1488756,2130927,280862,864789,700055,2587908,1682245,490855,390107,155561,84159,2804835,1991984,7457262,127946,6528181,465035,4893015,386843,302939,3883393,86460,278820,262080,28047
2016/6/7,644795,476574,919722,830273,482824,2794688,3620564,467826,1386706,1012070,3441726,2016787,431891,404919,330173,92136,3980131,3400427,11545866,279333,8137226,694897,9092283,477711,308636,6162622,117882,439625,367819,77541
2016/6/8,561102,315376,850865,680776,287686,1678327,2253942,235115,1138227,853089,2696123,1694354,468827,225670,289545,77635,4537935,2537212,7496061,233556,7677190,489554,11133323,587413,325263,7929338,63059,327939,372231,44378
2016/6/9,703307,461520,1179206,695829,218686,1758289,2689849,202092,1395811,768976,3133275,2888879,686600,378273,400766,116764,4218148,3397921,8937317,208546,31610760,638072,8709402,580606,218484,5900903,80365,363053,410780,59173
2016/6/10,780669,602377,2137455,1151827,357844,3720856,2595930,315193,1957367,1390028,4739701,3253770,656918,464418,401772,84278,9795966,4425349,14496596,279541,15382305,885963,11268657,380237,618971,10633674,80952,627543,663568,53437
2016/6/13,765985,545146,2089418,951908,280462,2517037,3267168,266114,2088180,1314460,3839346,3052715,645918,488450,326428,172192,8540087,3832164,14477362,258922,17033333,664379,7808975,467183,688172,9110142,53268,612874,557173,68817
2016/6/14,833592,813780,2135671,1383981,372975,3423593,3535363,270327,2282134,2926789,5774939,4260328,610961,456449,483158,160161,9375538,5755444,15321930,453272,11413147,916917,10980320,542572,477134,9051962,94162,583376,695097,77125
2016/6/15,767008,765925,1633261,1163523,405863,3235596,2414610,293659,2198059,2391401,4662586,2940355,669181,309470,410231,150531,7648822,5651888,17200692,501482,11529993,1381134,7543120,600969,611636,6912548,101425,526670,999228,60827
2016/6/16,811676,569904,1742808,1199694,372417,3261797,3084438,275112,1985538,1729709,5352103,3702033,594430,447410,436094,149736,9382069,4596287,17580923,212844,14640273,679047,8480760,605788,700629,12346070,102769,697860,703584,57244
2016/6/17,1271475,868319,3079638,1815349,573563,5276022,4172701,354531,2500473,2658624,7433495,3889955,861680,781190,1165955,378299,12862634,6692608,23746067,415349,17257670,901822,14015304,504352,1081775,11874246,142023,651341,1273558,105056
2016/6/20,1116140,837601,1627695,1299508,546639,3016047,2319377,232913,2039189,1319556,5670620,3783469,732840,444038,446285,248823,7854985,4514846,17449495,420909,8851128,1104135,8172943,479214,554376,8839028,55574,550337,663380,62031
2016/6/21,739080,415448,1185403,1152781,406869,2064563,2610956,200728,1694363,1225588,4164919,2424728,404528,370938,260523,132611,7035126,3298624,12350953,238976,9828268,1310974,5811755,424373,380807,6552869,85619,399569,517763,39991
2016/6/22,696158,377667,1243242,945684,401710,2488390,1841927,265769,1460882,905549,4440777,2003479,442075,243039,269581,107930,5489707,3346770,14107521,202805,9135267,1209146,6735129,277150,451460,6049193,54498,451721,580576,66789
2016/6/23,943315,469637,1805676,1175627,251096,3291478,2746493,246358,2227283,1685620,5550567,3827325,643345,232897,480297,103935,7258097,4228525,18853734,196381,13061953,973011,8018403,477847,860676,9854901,43163,479253,563532,59103
2016/6/24,2289724,1952147,8172546,3732114,1054854,10390257,8082540,673364,8608707,5232700,21339241,9879759,2133541,1009861,1415621,177551,33849907,18125822,60169972,536785,33384654,2529804,18752212,1491066,1133019,34410764,125584,1412796,1405456,105043
2016/6/27,1157743,1427137,4736167,2044156,752393,5188509,4344134,523580,3713125,2857900,16415931,7470507,1723782,742327,1164693,203098,24502842,8546085,48334722,393205,18266259,1757474,10562025,1232132,1608762,24134297,124808,1548296,1012395,101638
2016/6/28,950627,836222,3174271,1322049,656087,3600146,3266786,383106,2686898,2096573,9430703,3187001,1320302,404083,603439,151216,18640649,5437720,25948075,393744,14115322,1606508,8765189,858508,591331,18052411,131887,753676,1011407,59663
2016/6/29,996743,597904,2047716,903882,562092,2749406,3372364,335976,2732408,2608508,6956460,3237337,711053,369056,809562,86932,13751336,5021940,18813967,294553,14621835,1455487,8516399,850682,619257,13590828,99460,527102,722590,69969
2016/6/30,1007467,800453,1850518,1370821,651467,3506172,2667359,598226,2450555,2571744,6396160,3736535,898314,472573,752462,189921,10586328,5333051,29089775,345541,15283373,1980172,12305089,870837,537249,13839943,153897,823437,1152872,79745
2016/7/1,763519,538600,2075134,904882,361819,2523647,1865408,380638,2544873,1781449,5051217,3586324,751547,419585,542528,145859,9374661,4738080,16666577,212317,10487756,912999,8387086,924485,288648,10971382,92672,660370,744481,71015
2016/7/4,381913,306099,1127929,429181,402187,1337163,1192307,226642,1716922,716237,3402649,1456230,527829,210952,313546,228988,6286419,2589208,14251307,177103,5114977,575877,4892087,592637,312073,8747134,66664,386219,375202,58176
2016/7/5,766242,334559,2654383,944117,465842,3013127,1887301,261973,2097336,1501349,6765075,3374073,666801,361831,543943,129414,10848458,5866923,15490182,163206,8945258,805949,5624443,595088,389454,11362996,80904,492719,605615,56486
2016/7/6,921557,587647,2589863,1336205,418407,3003890,2358746,319031,2701771,2274704,6323079,3988731,740092,558075,744371,85404,13943662,5684649,35344261,229817,9989490,1069457,5453451,729186,679405,19065078,89372,572023,860515,72642
2016/7/7,604606,589256,1902004,839218,470294,1947316,1639693,178044,1804498,5068860,4344408,2211475,568250,339645,420050,65321,8696497,3782338,20228544,219647,8381421,805291,4397427,763830,522635,8737409,102025,523839,553362,42586
2016/7/8,670966,417424,1627318,1043326,502908,2569866,1985472,257975,2670354,3402476,5686802,4044560,628652,358405,388490,80865,9686145,4692830,19265283,199828,9317519,887414,7091409,901350,381061,17273291,87871,525588,507626,60059
2016/7/11,555536,545980,1437213,1177956,333928,2832454,1922064,244599,1858795,2823505,3480966,2323521,557575,401419,400176,44186,5040410,3635888,13567502,309700,5165650,674072,4777069,885995,352486,8377849,71152,596303,441764,45890
2016/7/12,611123,430549,1770593,1018257,426458,2252336,2098623,431448,2946321,1886710,6165514,3405065,573691,572404,533341,138086,11259360,7153151,21556160,259781,9442806,801306,3930064,726557,430357,12440431,45845,568035,386906,90014
2016/7/13,737740,415535,1231499,999779,453335,1939136,1892360,267304,2527306,1427145,4588786,2503377,681449,336583,587030,103772,7386303,4447419,17048246,215246,8797935,688803,4626272,621622,364219,8413080,65924,461824,580094,57511
2016/7/14,649169,524151,1539408,1459199,486522,4632997,2720705,165651,2234020,2304957,4934867,2326102,653718,362183,456859,116964,6805970,4257337,17874921,183533,11451841,674630,4457420,439360,315126,9565721,56427,663329,627345,52112
2016/7/15,570630,526367,1596025,1076977,599441,2584205,2658403,315488,1606795,1333955,3987618,2217730,880785,211597,288149,262352,5795881,3546224,16350744,187583,8532685,672143,3844364,435826,345540,9994193,58739,594049,504478,58296
2016/7/18,466022,671426,1307629,1025849,335675,1585693,2188862,186842,1405594,1232767,3476198,1695677,460988,197534,291080,151712,5303115,3237493,12192311,227788,6438233,433525,3666690,430705,293644,6444579,52017,432687,410625,31184
2016/7/19,570521,1626745,1385061,1268437,275303,1624770,1686770,224918,1960174,1006661,3000749,1939164,407057,240437,351715,94415,6789608,3938776,16574434,215114,5172827,697169,3935228,517130,315379,8188409,40607,316841,361246,48793
2016/7/20,903062,1031544,1169708,2058357,424206,1516043,1831882,220340,1710237,1473944,3449002,2028122,956743,639160,346460,124420,5232945,3913727,11640760,286298,6496287,706481,3332080,398150,261710,7559840,58171,363065,563252,61924
2016/7/21,1536597,753848,1596117,1657503,288112,1624269,1292339,293937,1434406,1481396,4170062,2869458,383463,435029,365478,115511,5285116,4759115,17458216,674305,7409456,748193,5255104,471155,267623,8332885,72671,386724,609466,153024
2016/7/22,835398,440185,1000245,733782,353396,1593199,1216678,162052,948378,1196177,4037587,1848629,302170,220459,218424,73143,5102873,2921444,8052027,369674,7427516,444944,2591575,384915,195600,6107951,106010,391643,570924,97875
2016/7/25,668289,492052,1173005,702855,315410,1871468,1130455,211622,1393923,1487296,2591927,1640654,561998,278612,275911,75278,4942317,3399925,7613611,323215,6306331,522002,3131389,699766,251422,6733421,58332,520290,448512,80180
2016/7/26,590849,482980,1048726,971231,259040,1580672,1598653,199686,1222808,1119155,2791612,1711021,482123,194228,379761,91606,5275460,3710766,13097513,245448,7105018,987185,3838726,1122753,399389,7777276,40747,309823,406407,72275
2016/7/27,646151,537696,1410651,1351363,1194535,4159142,2135732,225059,1971401,1374220,3387764,2556585,1261970,238299,425675,60654,5617061,4694666,23797149,413146,7129760,903966,3567651,915185,506019,7218806,34074,540078,480450,67075
2016/7/28,2326472,527257,1534097,1115157,615134,2876216,2222179,238098,2356433,2883463,4678996,7980101,983243,498676,504989,115054,5294881,5868550,20764030,335393,8176779,702585,4640496,803094,319320,8257620,52564,837217,501192,56044
2016/7/29,1254338,448241,1416723,1179479,489713,2873135,2980210,344428,1458689,2960172,4955038,3583993,812223,1169226,357938,113244,8134232,3614696,18892742,211653,9149504,990613,6560423,502666,487463,19574566,71266,998249,834506,74170
2016/8/1,928499,401829,972966,682365,322351,1928204,1755167,256237,1492129,1596054,3563393,3892064,337584,1221121,284872,81872,5497114,2610886,18149547,226356,6374884,699467,6676068,405761,251500,9195105,47183,385870,1184730,46921
2016/8/2,838764,389226,1281559,1254481,406466,2579052,1865781,272841,2513576,1422755,5436257,4496965,590566,688255,506547,129623,9470829,4624399,22188475,180781,7138262,990199,4718780,813718,357374,12278968,80267,482077,692288,49459
2016/8/3,631045,301915,1122367,926052,439244,1667527,1621101,433129,1883969,1699263,4482100,3189609,314381,464828,646328,93223,9492653,3086409,19487648,153702,6120329,587902,4730872,1002451,590653,8766213,40945,533719,717371,45664
2016/8/4,1974150,318503,1023075,916904,313914,1522239,1732149,796582,1576490,1241442,3241331,2951016,427146,593158,370979,127564,6158036,2527931,13517281,150373,6440215,413524,4550989,461643,381212,5917393,45321,537281,795032,45942
2016/8/5,868347,380847,3504658,1771871,315413,1896489,1605079,498834,1438771,1895582,3495410,2508475,384436,575776,429154,127495,8715589,3757678,15011511,128814,6968397,871314,4203718,475035,416730,8742184,52130,472249,526294,45714
2016/8/8,576119,500060,2149933,713522,259513,1674193,1271090,241476,1226634,1823139,2715129,1941810,275055,353338,264284,65386,6420790,2817216,14287140,158987,4734909,573255,3266178,576489,198630,7882791,34575,331317,498942,41168
2016/8/9,701662,418746,1632852,725154,231315,2369117,2103881,301848,2012005,1270321,2417823,2692819,276270,424346,381692,161449,5695798,4239629,11852686,132759,8252756,873444,3242461,389228,239965,7997306,51434,433718,827091,41749
2016/8/10,996496,396282,1929747,1031836,256761,2346910,1813793,238821,1417259,693147,2670859,2071055,370304,409768,362548,526228,6628964,2815882,19129129,147933,6490095,613886,4147746,413517,245402,7790957,33009,458033,805440,38283
2016/8/11,666915,424413,1291090,769838,203562,2066378,1243182,401739,1470743,1189147,2621201,2274517,375815,507527,296664,292260,4916961,2739544,9478726,141946,7590108,1016463,3185493,501551,213415,5503107,41712,545078,652980,31617
2016/8/12,522089,272620,975929,492033,259407,1373934,1103867,273062,1002134,998738,1975011,2057369,327255,229704,218053,191485,4963607,2340204,7150818,101285,7409102,1127045,4202499,369205,361049,6328424,26485,625132,604243,36538
2016/8/16,578873,530105,1362950,626601,181552,1723288,1360807,187794,1233620,1078848,2608348,2001253,238628,347006,214212,242214,6343558,2818122,6705763,216184,5629838,813971,3551205,505159,323575,8826122,41741,399692,686723,48472
2016/8/17,569959,505344,1118482,2606503,265131,1668804,2263045,184849,1036483,1405504,2726539,2192186,323087,554120,227083,166504,4792176,2610381,9962720,265417,6187571,506533,4573655,400178,272002,11733873,30268,551000,603381,44748
2016/8/18,488082,458913,789413,1018692,242105,1641250,1221887,211145,892046,935654,2234472,2102915,299563,386061,175144,165051,3780109,1728579,7070919,102157,3841446,455255,2734463,333894,309971,8706447,26864,441476,560658,35689
2016/8/19,614912,413580,1935789,940101,264065,2389515,1519021,267177,1852903,1461284,3075607,2186497,346848,312454,277488,322759,7522295,2777285,14003997,201728,6784634,447819,3995342,408686,380614,10743233,37299,626774,395223,51837
2016/8/22,725260,473618,1311003,765627,211900,2212653,1470712,263890,1165052,1007156,2741637,4901771,347766,370249,254303,222989,5004858,2470843,8631818,145363,4647536,564582,3065721,377948,198818,6886585,38032,369141,559510,35741
2016/8/23,652412,433837,880650,830060,260763,2402152,1924701,189006,1038967,1119583,2961570,3593391,345183,291339,245078,616939,6961937,1909082,8787786,133904,9063139,745507,3122000,374487,247268,9706198,35417,434999,603160,33183
2016/8/24,485514,430824,1271237,621685,205116,1553246,1094128,199962,971047,1002607,2709968,2523681,389757,286792,213620,178204,5200404,1973087,10394629,106176,6756334,613242,2992112,308747,237603,7342068,29489,402147,483198,59332
2016/8/25,631831,399987,1075246,640818,292971,1540627,1323961,145736,1490961,826505,2233173,2792894,275995,303257,282365,222904,4141296,3480826,6934379,194933,4503686,692165,2523807,342894,345131,10954401,42357,329386,488243,47249
2016/8/26,501536,409244,913449,643930,269385,1319224,1160702,214168,1476195,862504,2094408,2138228,723928,345959,242985,180251,5174295,2295581,7373621,155745,4354714,501011,2851059,306869,173429,9516470,35216,322187,429762,46838
2016/8/29,290245,225043,526841,447800,179684,953626,671595,95233,708241,746960,1601880,1818581,260725,150113,165440,78040,3233758,1903555,4642621,123023,3274152,566469,1860699,221971,190778,8449827,23625,250704,297861,33134
2016/8/30,434428,302950,1384619,927016,211466,1904374,1341415,133150,1213735,1087426,3644146,2135625,382895,296821,215104,122904,7385127,2858085,10009978,179061,7498775,534068,2910208,240618,417845,9761898,39838,344663,795174,37726
2016/8/31,954588,461176,1715788,755590,257680,1935078,1644793,226477,1314066,1635368,5373144,5247870,438685,551793,288028,102164,11083989,2399082,18500028,206957,6876590,1938435,3012308,302242,315937,14284519,116149,799629,797464,80644
2016/9/1,809800,473219,1370001,635502,235596,1604653,2310782,701885,1480375,1403409,6625222,3755785,446289,267129,294170,125856,10035852,2969048,20866546,240468,12259426,1613433,3629743,727495,367675,14457087,44043,624826,825604,36408
2016/9/2,1286879,365542,1195753,717233,260587,1866175,1704803,529544,1593828,1994601,5280566,3606387,401786,251809,337822,88884,7168730,3000647,16987012,228803,7727971,1082789,5531639,1030254,268892,10129486,83886,832081,1121247,46141
2016/9/5,519370,291031,967306,503019,146009,994819,1274901,200129,843916,846417,3498667,2198875,330737,247464,165966,76185,5198246,1794916,9041380,282215,4240100,885223,3901574,447170,211528,7255728,38779,533149,437638,39099
2016/9/6,632563,538773,853234,559819,215953,1453952,2924547,279306,1218090,1459450,2740401,1982032,347607,206603,211062,79230,5316848,3135093,10008097,177449,5168809,710541,3186164,399067,173736,7201471,43691,398107,532187,45326
2016/9/7,625173,559214,747017,551809,233393,2293666,1776503,346736,1206012,1304984,2832553,2626123,376504,440481,334946,128341,5309906,3274724,12942589,207373,5556887,667224,5268479,389154,352321,9393017,68771,340206,521436,54037
2016/9/8,706147,579246,1105662,2113978,243659,2537452,1831643,348322,2131834,1894923,4367876,3199500,484869,367588,316219,124620,7820866,4052080,11911015,233887,7343970,805750,4499993,581988,417331,13932586,61889,477703,769734,44258
2016/9/9,557604,470477,1844361,958912,314019,1922263,1894941,330453,1184648,2209686,3766809,2800339,406522,442682,273287,127434,8304499,2424982,23559701,301513,8209326,712438,3526950,534943,329992,14396586,130129,809772,763080,37382
2016/9/12,812277,440527,1599014,1379871,362391,2784087,2346355,255941,2043200,1507602,3757390,3403995,470947,511328,468585,121285,7718810,4316324,15313839,270427,10076831,868313,5442451,433004,450807,10292615,73292,619630,727293,50035
2016/9/13,884135,412469,1214113,911622,493878,2254382,1892536,271519,1305666,2334544,3078132,4075338,461548,459120,284256,62852,7802582,2970792,10795011,214396,7538852,1014614,4842577,408271,244792,12394032,76909,488682,733936,64690
2016/9/14,806879,502482,1280546,1024121,303036,2019095,6004326,394206,1371437,2196650,4109031,4296621,349816,475588,258004,77537,8299791,3528920,11269360,114721,8781360,635486,5769072,411176,543065,13961223,67819,542990,833285,309637
2016/9/15,876906,338839,1347134,1107700,343149,2081375,4748390,289086,1294409,1610669,3884763,3529713,393251,281123,313460,53915,10511333,3270561,9392096,120535,8856342,844102,5640910,480293,345326,17635178,55682,643503,582092,126162
2016/9/16,9908728,1073155,4371530,2264976,503370,5478324,7085753,383001,2855151,3732965,8034055,31610333,735027,825848,476522,134562,13355342,8110001,44555660,311347,21747601,2757658,9406801,600605,783167,82220906,160166,1326687,1259391,107146
2016/9/19,1017140,452144,960093,850199,275626,1892943,2187880,165678,1231305,1464670,2738348,5126554,474400,322089,251932,66990,5653784,2670519,17352150,247100,6628913,1275048,4877185,341925,275471,9845181,42570,497911,533844,73109
2016/9/20,900807,507291,1294249,917020,240784,1683988,2737201,216731,1062279,1800162,2763759,3380622,263964,311952,287744,110168,4597711,2155340,17550662,195737,6458492,776326,3673052,342582,242021,7916766,36959,532624,711849,67634
2016/9/21,866326,465187,1335143,1020037,472190,1866065,2220612,302361,1202665,1695155,4645652,2383101,371968,378649,251578,75117,7523855,2253249,17085130,303378,9250343,673547,5177542,236431,667231,11283638,40991,497916,573601,48292
2016/9/22,832928,425112,1544034,1161394,249701,3249181,2827944,388632,1961060,1565037,5030250,4148911,350868,430424,393278,127301,10009934,5409323,13855650,381594,15068105,1001101,7663176,459275,330277,8857866,81381,798125,535354,64521
2016/9/23,601419,302191,1108767,805948,343980,2533394,2103741,272010,1056154,1434245,3697080,2332051,482943,171165,240460,92364,5749944,2629710,10645744,270784,8793279,677459,4363561,615458,286996,5747565,58638,437221,423384,48053
2016/9/26,813460,503250,1700018,952979,448394,2891560,2606728,336801,1924227,1151904,3919481,2302103,593089,244954,356998,110492,10557859,3518656,34611717,254254,7947405,733457,4555181,542926,391454,8727790,53372,623304,605788,49399
2016/9/27,615962,517805,1861077,1018579,284696,1739603,2183401,318029,1668855,1058974,4208318,2211345,625743,288405,326941,81178,9390273,3483025,33053900,151800,6354194,619728,3678682,494895,317626,8152832,40222,623953,702378,72756
