Date,ADS.DE,AKZA.AS,ALV.DE,ASML.AS,ATO.PA,BAS.DE,BAYN.DE,BEI.DE,BMW.DE,BN.PA,BNP.PA,CA.PA,CAP.PA,CO.PA,CON.DE,CRBN.AS,CS.PA,DAI.DE,DBK.DE,DSY.PA,DTE.DE,EN.PA,ENGI.PA,EO.PA,EXO.MI,G.MI,GFC.PA,HEI.DE,HEIA.AS,RMS.PA
2004/2/26,13256752,1309511,3472755,5610528,374111,8192092,2650759,208515,2937680,2251918,5049274,3516752,7664446,245676,673671,115500,10551075,5634930,4566990,814682,22457224,1056186,4017600,8405,1233762,4205894,95224,322675,2189500,53613
2004/2/27,11800608,1632533,2580625,3838159,827198,11186222,4428479,525207,4778379,5010745,2889751,2713947,3499195,386430,1117916,174600,8753776,6087558,3796777,1178398,23899423,1083916,7045700,8086,1983341,5121145,103321,165630,2135400,107814
2004/3/1,5002880,1076800,2342858,5562959,382966,10501346,3845270,139530,2294459,3150603,2604478,2720913,2316179,248918,602787,192500,8810234,3252480,5109681,923800,15451585,1646339,4334300,62407,814134,5829327,111538,218965,1694200,129789
2004/3/2,5158464,1032978,2301664,8175826,344543,6804216,3516908,213996,5166990,2242177,2878789,2596128,1659661,268958,710305,341300,5500880,4665078,4047488,503046,17962827,1586613,3014400,89791,1052528,7302159,77395,411460,1498500,73746
2004/3/3,4981392,1032356,3933382,5809154,279306,6371136,3501068,133665,3128862,2587832,3780695,2399569,1612476,169811,681908,286100,7010288,3670140,5625482,1445704,22333397,871026,6748900,30947,2921548,5772785,184777,294020,1119000,239400
2004/3/4,4409408,876533,3374745,3800104,205219,3325696,2453565,61317,1990288,2512593,3376315,3910700,1422643,208749,497325,763700,5698237,3144779,21349452,903810,13677855,834392,14689000,10527,2325669,6204101,76553,372987,1195900,27444
2004/3/5,9014608,581778,3544043,6621863,553604,6778766,3917585,142023,2396661,1724098,3729375,3046289,2556959,176160,579072,336500,7093533,4791080,18354877,1148666,16397131,1296138,14538600,20632,2071560,6588138,66997,233485,614400,60153
2004/3/8,4255232,345867,1479941,2470639,155338,3492856,2364811,124173,1660191,1620356,2483238,2043203,1761500,173004,343153,303700,4513479,2397973,6020224,733104,10435363,1152843,4667200,19379,694884,3982111,51515,144269,360400,51678
2004/3/9,7167760,544178,2299590,10142919,364587,5676636,3699756,143223,2176362,1740796,3606303,2728511,1726944,126563,634753,261500,6063517,5077981,11781890,1178454,20456124,1133194,4408900,20874,394930,4638562,60326,183402,535200,77643
2004/3/10,6578368,1110578,1944032,5925988,577584,4284890,3429372,114993,2961849,2153335,3859245,2478871,3156043,143879,679007,133400,7026264,5680216,7025961,1790446,36150720,1761480,6085600,15566,1272478,5923030,25052,697505,885700,87552
2004/3/11,9647040,1384711,5823959,9478734,445258,10057048,11948190,241443,5085070,3268181,6425943,4606664,2256034,392205,1265870,303200,17578777,9441822,11382720,1628920,59290475,1657056,12478100,21362,446499,11347511,71125,266894,1772800,112947
2004/3/12,5198768,855911,4053276,6185188,535658,8843564,7866190,189081,3602002,2664779,6162585,3224362,2106351,542006,1273877,408800,14699320,7596267,8215038,1818550,34055030,982554,6078400,31678,994095,10965401,93058,286805,1059600,82350
2004/3/15,10179200,1153422,4379737,5152361,409385,7673020,6005723,156123,2370197,2880445,6066737,4045908,1943481,249102,1368756,483400,13048927,7539870,6554537,1376724,30770201,1815984,6693300,15345,534453,9179091,81883,165909,865700,61578
2004/3/16,5405136,1929156,4744113,5663162,355797,8941254,7259524,233145,2524666,3030337,7315443,2704857,1979371,159646,1087949,209300,15271380,7082139,9760065,2068188,28515364,1045736,6583400,14474,878476,8147135,77560,230322,948700,51603
2004/3/17,6554912,2067733,3911264,4234351,405558,10869384,6856442,272310,3532033,2298450,5860086,2907492,2280220,277428,978565,318700,9482025,6948347,6429645,2429018,21524559,1469345,7834900,7415,528782,12062295,81430,235914,1206600,47457
2004/3/18,9651216,1581422,4731399,6330564,345536,7391912,10087314,165897,2532879,2287259,3754018,2386693,1726110,229060,754465,273700,8914188,5411991,5930497,3644698,23341435,854667,4106400,4494,362520,7185652,59394,99227,619300,34209
2004/3/19,16093440,1933778,7702535,8582249,275791,19160506,13944425,548061,6143147,3587678,3610541,3074533,1289631,160277,1815822,144600,10113189,12549140,11189916,2272286,41666757,986098,5855300,5911,640135,10579602,66458,108150,753800,61113
2004/3/22,7314272,855378,4087992,6844376,507751,7617296,8952070,275049,2326554,2197128,3987401,2147330,3030313,319428,968544,164600,13001011,7068189,6384184,1742018,27840982,1881455,5937500,15325,226337,6620933,62103,151925,1079100,42546
2004/3/23,5230544,1101867,3384456,5082958,364991,6690272,6427324,300774,2150731,2396537,4028215,3095680,1427875,248435,1317707,162000,9381166,5411896,7113261,701574,27368220,1105863,4934600,12595,483095,4746554,347644,172928,828300,84864
2004/3/24,8124016,947733,3302097,5227171,532386,7495164,5325736,373875,3311267,2180774,5319001,3388413,1248454,386751,1353859,136600,12071976,5556705,6832384,561886,30178529,1441913,5418600,10119,314158,7620084,84746,143837,1108500,293241
2004/3/25,6994576,1292711,3634658,7957283,315327,8591358,4790954,290247,2859533,3853889,3934082,3027102,1325340,330331,1829356,85500,12535773,6514204,6090166,851074,20505059,2249891,5235100,15740,382263,7186315,77203,137250,841300,150507
2004/3/26,4514352,612711,2517378,7228897,227941,6372396,3379767,294210,2919027,2272990,3804850,2587315,1752863,187872,755342,124600,10420669,3781328,3836792,975364,14500617,2491718,6433900,7476,329157,4866946,50567,99944,846500,176511
2004/3/29,3650080,822933,1443939,4663257,199702,4414538,3376550,294054,2485149,1836119,2887973,1911795,1472262,120644,1330188,309200,6840977,3655847,3264033,720554,12020073,819570,3185600,5276,172860,4732859,45138,63063,392000,77241
2004/3/30,4086224,719556,2383650,5472818,132198,4035616,4013567,248745,3621667,2258692,3300893,3328678,1854031,201980,2216612,143200,9327080,4189074,3195293,711028,15193301,1371319,4883100,5158,528649,4288009,31757,91006,368100,245265
2004/3/31,3542256,1317689,2261845,3764992,298314,4335014,7073255,200967,3211976,3021986,4606040,3233570,1144632,302958,2040427,197300,8209701,5493495,3995015,719928,13359478,1874280,5400800,6115,799373,4561096,64991,226820,776400,217305
2004/4/1,5541328,995644,3004047,3848836,157825,5858502,4420834,241026,2399596,2233902,3215360,2643997,1139636,219138,1251832,797600,11557857,5348061,4837071,655094,20252943,1000822,4017100,8330,518659,4483450,182435,265476,1145300,83472
2004/4/2,7140048,938133,3651744,7200013,328408,8853012,4715505,266061,2791336,2787800,4398790,5219560,2427392,304294,1052450,931000,13583491,7401446,8131867,952294,22724513,1337316,5139200,9332,424424,7713549,145344,193526,801900,132006
2004/4/5,7307488,851200,2323018,4534444,170215,5963896,4211602,144120,2268344,2465341,4432288,3006744,1327211,306834,1198029,642700,8191492,5050087,4175766,1355996,17678297,1641415,4919500,6684,194325,6897265,180307,114288,865600,111339
2004/4/6,3043344,936711,2623440,5833315,326833,5898082,5582439,275208,2416616,2900021,4671470,5973430,4211581,292029,1244416,386300,9545724,5938776,4321577,1075392,20884496,1908262,4731100,4918,292110,8484594,110582,96993,714300,107352
2004/4/7,8712544,822489,1718416,3499975,344019,4559582,4738035,79965,1874754,2690913,3134989,3130118,1388852,590509,913345,233700,9220780,8140167,4340767,388200,17344497,1877664,4549400,5554,193371,14323392,103154,60095,827100,92346
2004/4/8,7722032,612356,1714582,3361717,196651,4379556,2928201,143385,2487097,3487738,2510218,6922992,1060079,612409,794932,100300,5209800,6618252,4054627,501888,12915920,1349380,2976200,5777,182294,8424897,44454,133429,683600,279234
2004/4/13,6060528,798044,2027667,5017457,205102,5546192,4705183,224370,2564883,3091417,2154756,2595758,1469917,226425,1259999,371500,5129505,6088509,4453887,600092,13094742,892163,4770900,9611,349350,6545481,51831,137601,1091400,45786
2004/4/14,5952864,936267,3364147,5307114,664277,8640064,4967779,215829,2700624,8284208,4474196,2270914,1781613,287473,1908405,419300,7552668,5756791,7418025,596452,21448082,1616820,4118200,11276,402880,6793527,432688,200392,761100,68583
2004/4/15,9240240,544444,1962607,7013913,337148,4513740,4203810,145380,2570262,2099376,3777722,2505066,1281762,565165,1216475,922900,5747154,4621608,4577408,811678,10494512,1974178,3613500,10409,372458,4385642,115348,62378,1482900,205086
2004/4/16,5366848,975822,2079977,6740204,363048,6049782,4695727,262902,2951479,3351262,5426319,4609587,1760528,585529,2772072,403000,10721879,5388824,5892774,1036340,17018238,1631739,6929000,4402,181234,13038200,152344,159133,828300,77442
2004/4/19,3754752,895111,2185102,3070007,317593,4150952,2326608,197349,1647510,1656842,2504572,2361474,1283543,220702,1325566,255000,4490395,3753929,3970746,716390,11589271,1546076,4004000,16674,307692,5655262,127236,93666,389200,72396
2004/4/20,5327840,1380000,2037305,3892230,248917,5062464,3061184,208224,2680435,1884342,2833009,3307887,1716911,259028,1115435,235900,6013597,9042912,4078629,508390,14400801,1190157,3229300,8499,1016276,7368837,84811,205794,536300,89064
2004/4/21,4344976,816533,2342784,12406993,275623,6193460,3794676,281934,3003797,6686641,18628173,10342326,1607182,643371,787324,469800,25269834,10802062,6199162,1525908,17499999,2597052,3898500,3960,795398,5855054,243982,188876,1377800,350649
2004/4/22,6826832,1074400,1951280,8608258,85643,4710504,4159930,189147,3481549,3929658,3591260,3849808,1315949,379774,1655683,265000,11637203,10452404,4162130,940798,22313731,1861879,7068900,6661,577701,5031650,120081,202856,1199200,67137
2004/4/23,10188000,1056622,2379381,6468411,189449,6025808,4351625,94617,5467382,2367907,2612521,2305066,2347306,241350,1538708,376300,5693303,31933048,5916447,399046,15967718,1112997,3998700,32561,1277460,23587341,95730,560201,1598900,112326
2004/4/26,6871776,750489,1894446,4190785,166080,4524816,4891870,152445,3366321,2564068,2864964,4842436,1939153,334946,1602305,262300,12396358,10545772,3706363,335888,11546302,1764412,7645000,17489,1154712,12947653,137012,219717,1341300,40419
2004/4/27,7113872,723022,1897392,4075661,104196,4815724,7474089,137559,1930763,2421742,3639930,3950326,1261265,330935,2111200,167000,5712761,11308726,3562596,897200,23385547,996671,8423200,16169,755463,5859354,105290,119968,863300,113025
2004/4/28,10320224,1369067,2982202,6161300,305509,9259706,6936492,148947,2643614,2649171,3458934,7031012,1179264,418502,1243460,379300,16861047,7391538,4391261,607324,29425246,4669340,6535800,9449,453495,6425499,59141,400451,1188300,82509
2004/4/29,6229792,915200,4026884,10275907,724565,13592298,10824988,130515,2690268,2625259,3914468,4426296,4735417,265387,1697598,259800,11649578,19270746,7849296,1418966,22927544,2150801,7273700,9823,315032,5528757,34688,187580,1077000,103956
2004/4/30,3615216,473156,2108653,5442565,3351768,12176344,5976803,198210,2016235,2641676,4138120,3854032,1513412,350292,921336,90000,9537526,9856125,15501734,736512,19848980,1539463,7882800,11132,910806,3939702,74502,85147,1153100,68451
2004/5/3,2224272,400178,1752068,3771426,693763,4394526,3922938,69054,1245525,1154329,1295436,1454067,762872,236049,527519,38900,5734945,5027522,3135432,487958,13261769,586306,3623100,16086,122377,4463370,97988,41027,537100,65025
2004/5/4,6603360,776000,1999598,4972284,584950,8227196,5146991,354465,1480701,3470947,3114810,9185548,1267087,310920,3054494,85500,8319312,3592185,5906405,322724,14640166,3976442,5306900,10922,227847,4646435,778303,91761,1253900,98499
2004/5/5,12854208,602489,5303921,4261556,1117785,6173656,4969195,221454,2241338,6256467,2371599,2806154,744355,235011,1373589,121300,14703359,4894465,5038350,582528,15105380,1560545,3536400,11169,296456,4478840,147292,139924,1100500,40521
2004/5/6,2310732,1076178,3749179,7119317,627100,6983562,5118213,185283,3047500,2755253,5050869,2420957,1554946,208043,1528660,135800,10002242,6354609,8739944,1316246,32998353,1433204,4120400,27937,300457,8895501,66126,127274,1047800,139527
2004/5/7,13456384,653067,3202541,8268910,906003,6215024,5763293,152517,2111005,8140322,4846843,2095052,1127809,557057,1774503,98600,21095074,8434975,8036740,868184,32483596,5977027,7608400,8433,574494,6179945,75292,224015,1144200,129462
2004/5/10,12410544,1022489,3876663,4898295,1028724,7809756,8057384,245358,2782010,3714293,5050336,3082627,1455430,605006,2098943,184300,12493367,6718305,9086684,617626,29092603,1968427,5294400,15185,542138,8217183,62828,189156,1793100,103011
2004/5/11,6840768,749067,2152920,5094868,1401102,5751150,5145146,164253,2122877,5258262,3112561,5559365,3487660,334589,1232420,168900,7998449,4575666,7253632,457054,17856825,1286001,3744900,13795,415414,6418074,73313,197361,1275700,65052
2004/5/12,6088336,1335111,3169308,6457870,581991,6908870,5411219,80676,2499970,8991979,2844446,1766461,2012214,540322,1139814,105800,12924273,6460919,6920632,624784,21275493,1544532,6772400,11321,489985,7338311,114486,193730,1005600,103443
2004/5/13,5557536,1414667,2923230,5601288,464960,5989248,5497694,130014,2759196,3878399,3674523,1685294,1514976,293020,1278513,175700,15886568,4941743,7148329,393842,35977225,1619101,5630300,15735,428956,7486705,55112,265632,1110300,109941
2004/5/14,4984064,1158756,3744024,7606573,606409,6305872,5436974,106971,2679440,4781595,3896723,2139857,2209756,275976,1326451,839800,7753378,4133395,5443898,394604,26261003,1992687,7584100,12840,772343,6909817,196151,191587,1051000,38109
2004/5/17,6317056,753156,3452968,6045424,513611,5724920,4605893,208644,2235200,2325448,4687102,2824118,1331974,274188,1984417,983200,12647989,4853770,5696387,863588,33920165,1461671,4091900,22724,795319,8244434,58562,382508,1383200,145614
2004/5/18,4644912,613956,2866999,3589364,686477,5788438,7269895,113931,2269659,1982078,5741055,1471356,2576293,233262,1419782,222300,11496045,4135389,4515783,1520800,21684221,1134166,3254900,17989,291580,4620003,229809,317518,627800,114318
2004/5/19,5768736,1505067,2696886,6480731,945549,7218072,8937954,69768,2828404,2820322,3700258,3458796,3052104,208522,906856,283300,14421933,6175044,5149659,1093372,23465937,1124799,4194100,10580,268366,6646386,212263,348143,1398500,144060
2004/5/20,2440656,845511,1246489,2247784,159183,3831316,2719609,14178,2026082,1146113,1913013,1162413,798784,108194,571244,100200,4418135,6272459,2602364,330290,12245274,828714,2656100,1746,440139,3953368,44857,99805,1143500,39987
2004/5/21,4684000,2545156,2983538,4407754,324300,5066548,4254818,89925,1810977,1052804,1805516,1327247,1026400,107766,734050,96100,7288587,4666494,4411249,393374,19715363,550975,1999100,4545,248570,6155397,46365,78963,866200,55866
2004/5/24,4696192,1977867,1768081,3317844,319004,4690870,4095347,176943,1282108,1817238,2324340,1848972,769572,117220,502513,195700,6418271,4825709,4057776,1463140,13381794,810313,2702100,7055,281695,5071708,67462,142192,798300,69570
2004/5/25,3301744,1136267,2227217,2962139,525243,5812106,3461214,54906,2487686,1663454,3513165,4418101,1448761,690921,754928,210700,5195759,4517304,5692599,955656,21240769,790638,3252600,12265,227291,5265097,166517,207002,566300,67128
2004/5/26,5036736,913956,2164124,4499469,401963,6657108,4535711,186636,1898672,1762597,2409909,4295406,2907711,558152,1016872,183700,7188261,4823606,7673359,774668,12734263,2059800,4957300,6856,428664,4617796,58923,258898,925900,59277
2004/5/27,6797408,1974133,2505484,6839106,467183,6796324,7108898,342852,2406155,1790104,5494200,4166452,2384053,464810,1078204,328100,11838966,5675615,7924224,1683756,25574501,900997,4397700,6300,828894,6400656,960840,247244,747900,251643
2004/5/28,6897520,1401422,2504424,4339378,779157,5085808,3783031,306525,1824320,2661820,3710763,4555825,2518714,488228,1198252,256500,12851185,3616559,6107460,1216554,17761456,985257,6173800,13102,1878878,6951243,98234,767005,750500,71682
2004/5/31,722880,163289,275574,1029131,67855,900664,631950,32121,410680,417143,803923,525267,222427,40921,266084,9500,1430251,667879,1005374,97824,3131974,120140,785100,4891,2510242,1743236,30724,22579,139400,21645
2004/6/1,4809600,877511,1916726,3066859,311639,4189610,3144066,134058,1512157,4769170,2328499,2208278,1593826,438846,686416,218600,5938930,3807387,6241015,1045640,12024764,662447,4729200,8908,2483874,7514800,51726,170989,722800,35022
2004/6/2,5558752,1520711,2031036,3174590,285131,4248138,5144592,44583,1668550,1668630,4422461,2507545,1070657,261099,875222,124600,4884580,4095160,6077514,843100,18838633,824761,3419100,7439,1097181,4532543,71409,102668,617200,113139
2004/6/3,4126704,1658400,1989892,4385167,112920,4812922,5115580,186921,2946011,1751631,2837848,2401518,721898,215179,856522,357600,6233726,4828428,6864604,271900,17796073,1149709,3984800,4449,546987,5817502,76965,342827,1007500,35523
2004/6/4,3343424,1454667,2466709,5495678,278566,4514724,5224630,275022,2387497,2201660,5078008,3193940,1374539,359023,1721627,172800,8597867,6723130,6781486,405964,20969682,1022114,4959300,11906,722205,4285051,207988,198305,1032300,49470
2004/6/7,4685232,850578,3494224,3454665,380021,3695708,5324986,101415,1825243,1426276,3791930,2637916,1126116,167253,1233224,592900,7755393,5387795,5509466,400862,14533801,396514,3339500,10057,378102,3626838,66341,121550,906800,43776
2004/6/8,8186992,1161511,2498876,4090788,475071,5330082,5380931,44544,2373855,1970026,2266739,4227984,1133203,165792,1139792,1082800,5365604,5731597,4874585,706448,16626913,712400,2798300,17124,345587,6094266,103741,183179,835600,93891
2004/6/9,3466592,1543378,1846490,3590596,310577,4658924,5117912,79878,2342394,2364587,3868686,2775378,1583157,155121,699760,375700,5356642,3995098,6682152,533202,17430668,745053,3514200,18416,484394,5026906,103086,223485,525900,61032
2004/6/10,2735200,1646311,1082993,3334134,274484,1952782,2535330,74970,1068774,1001143,5181481,5007834,2064945,263608,510137,538900,4224481,3381087,2134538,445746,13119844,555919,2487600,4512,270486,7581934,46218,65156,435900,55359
2004/6/11,2149040,985067,753786,2495690,216834,2544866,2036042,196821,1027068,717780,2143151,2019191,763232,112784,334155,89500,2753924,2014499,1719751,407464,9471458,423398,1345100,5740,1879594,5561818,78894,35790,261800,31698
2004/6/14,3552960,614044,1917552,5197397,323637,4269016,4615017,88644,1658335,1624510,4999350,1888170,768884,137669,582475,97200,5576832,3944076,4081142,430558,14640409,664757,2995400,5685,574097,5108697,40424,128723,562400,35886
2004/6/15,4156416,704000,1916693,6848825,369771,4552060,3575013,158055,1957389,1575986,2808835,1812471,938061,239820,750665,250300,6357157,3406752,4796006,456606,20375837,729920,5268500,3473,337663,5445794,103297,183680,588300,50493
2004/6/16,7194352,864978,1647834,3184857,362697,4998972,3329113,50277,1505930,1766344,2150882,2165371,821797,279117,998982,224663,5857541,3698354,6489125,471518,13651478,1022456,5128000,3401,278436,7299820,95253,134066,1160800,38061
2004/6/17,6464880,894844,1604225,3689361,480473,3037574,2554542,36555,1250021,2069785,2911599,3299918,2049676,122468,707698,86200,7371969,3650333,5004126,347698,16797669,1281522,4722100,7885,273666,7162872,65056,103782,685800,41004
2004/6/18,7432480,1229422,4204911,4731085,344430,9821426,6464579,37725,3662834,3873332,6013276,5057380,969475,423137,1393327,142800,13075526,10367641,10626357,419806,26674977,1647777,8933700,5603,198353,21379382,64107,127819,893100,43098
2004/6/21,2787296,643022,1771587,3383756,327848,4228840,3088683,47019,1327959,1474751,2772998,1959171,526572,202639,691226,157700,5680177,3116318,3835612,968416,14054864,932796,3355500,3942,970537,5722004,47714,129927,963000,42033
2004/6/22,4680192,569333,1919478,4583724,494929,5009744,2734807,121173,1951122,3895879,3036647,1767397,1094485,157824,923113,248200,6820410,4105330,6579070,271714,32437461,540126,4020800,18963,917007,6097857,121563,186260,752300,79848
2004/6/23,4232448,702844,1626067,4793164,349357,5206258,2479508,157044,1758001,4977945,20619454,5615339,913454,242036,645218,517500,18800910,3095113,4723702,1098780,16250750,2410473,3727700,16565,1043598,4760659,374711,125079,690700,326112
2004/6/24,7776176,1151644,1831177,4835600,475785,7151660,6372660,62697,2446639,2647164,4319101,2851083,1208770,167098,865688,863300,10045770,5766889,6041753,1472658,16362447,1113521,4187500,17421,1256340,8700196,39019,107950,3204800,144060
2004/6/25,6647776,1684000,1594151,3093210,228101,4860662,2454717,123198,1485789,2013773,2191856,2384782,730238,146733,624080,533700,7098255,7269257,4010660,617720,12858941,1605170,3420700,4156,365780,5577399,61485,135937,611800,77910
2004/6/28,4462592,855556,2711615,3586078,229270,5877104,4072020,225591,2647703,1587109,2527637,2601425,1444182,329968,1090417,232000,7815033,4778254,4363059,951718,18128030,918487,2821900,4910,642997,4193127,108814,190955,752600,43521
2004/6/29,4811504,566489,2645845,2987874,293015,6665322,3121586,167931,3276618,3001469,4400821,3677899,2058994,448750,1012664,334600,9735801,6213741,4028714,619208,15704324,1766346,4915800,4261,982170,3979177,40893,540494,998400,47928
2004/6/30,6254624,925867,2430749,4189279,581853,5337016,3057120,166491,1677413,2651857,4226517,3194991,3027976,413021,804249,200800,9956962,3324842,3762642,1011526,14228763,2468390,5926500,4271,481717,4306691,61827,448472,1256600,136245
2004/7/1,6656832,807556,2704087,7309182,570465,5549436,4089454,244440,2083873,1781550,4400873,3855081,1767722,275765,1139105,175000,8942642,4218008,4280667,722942,18306387,1454795,5122900,4923,591375,6001025,64099,241660,1433300,77379
2004/7/2,3601776,396800,1668355,7155319,258069,4582234,2812992,164775,1690679,1612692,5591025,3122487,1624149,216238,589384,152300,7967173,5496664,5177008,416710,14000578,1064202,3653600,5939,425988,4730045,48560,287874,734200,59841
2004/7/5,1372112,482133,841529,1652249,87341,1505932,1136876,242562,1152235,1122953,1576090,1338531,436004,218563,376374,101300,3470776,3141699,2038114,873686,6048014,575314,2643800,3986,95109,4578778,187145,103364,408200,25479
2004/7/6,3711200,1481956,2554177,4092430,277491,5394422,3003419,484353,1839313,1471142,2981691,3602594,1123094,326679,651618,73300,7424682,3826318,5099165,625362,11578923,660343,2898700,9843,460014,7249538,67229,228393,692600,56979
2004/7/7,5981136,1415200,2136296,5356188,283803,5589150,3645284,254589,2634324,1729388,3380501,3498136,1992888,145736,605773,221100,6026834,5180877,5188721,856384,15949401,705358,2794000,6584,346620,4395404,240219,241165,564900,33936
2004/7/8,4571232,1107289,3085205,6116880,394326,5249432,2890942,144015,2427795,2395785,3123997,2400576,2237844,105839,539736,290826,6364506,4101890,5443863,723546,16704319,1042234,3626200,8431,667642,4782228,105253,121324,1013800,71622
2004/7/9,4645152,1254400,2066316,2909163,589169,4242552,3839996,546408,2631751,4881782,2823420,3169651,1557293,311854,892469,106500,5847966,4041756,3598476,1244098,18762930,702303,2504300,14543,598530,6037733,71696,133951,1507700,70137
2004/7/12,2330480,655644,1734337,7118564,104411,3847576,2202702,157434,1919185,1944070,1747897,1411450,1453667,152013,672611,208600,3415998,3001018,3781325,1287566,13985767,542213,2395500,3614,249392,4442350,89996,206640,1172800,47706
2004/7/13,4373232,485333,1590675,4486054,309004,3148504,2263014,277743,2198248,1514041,3154641,1396432,1329525,209335,628593,168500,8142305,4659617,4776859,513732,12541530,946365,1890800,9794,259886,4552891,48956,118899,1283100,24363
2004/7/14,5309248,637244,2271586,14041857,546955,4251054,2971396,303756,2295676,1105217,3522875,1439265,1029501,213486,1017060,198800,5848847,5257109,7034992,458256,17049783,669775,2784800,3890,628475,5201835,29856,143651,995500,13890
2004/7/15,6945952,815733,2276379,16751778,573457,4589278,3252813,92460,1938958,2057643,4070355,2972031,1300993,165066,809014,152600,5226103,5172006,6293320,380742,15015639,1108231,2894200,10155,509834,4263717,67706,172586,539900,30177
2004/7/16,6133280,986400,2214148,9839026,692889,9458660,6927449,90564,1999147,2188604,3765045,1717554,1422773,116013,1508918,119800,5501108,5931037,5706492,634804,14517365,504392,2848300,7679,364031,10298213,63255,187942,638500,63726
2004/7/19,2894656,901156,1812217,5446877,330325,4241422,6887254,44058,1532387,3244989,2676982,1133855,1024298,80397,657555,148900,5022943,3579881,5542022,467482,19244508,674465,2690400,8098,448407,5736237,102917,269146,418000,23277
2004/7/20,4453744,609067,3308061,5390274,332626,3826034,4725347,127149,1483202,1779182,3298296,1673065,1155875,115920,927914,229700,7785162,5600959,6171453,411196,19174822,901878,3602700,8795,542482,6219745,43245,269463,891300,51891
2004/7/21,5423808,662667,2625615,10614364,386860,4297574,3605138,78489,1919549,3294595,2876302,1518450,1300107,258155,694532,303700,11843930,5305385,8836151,794778,15831938,761738,2986200,8461,364773,5744414,43576,264966,809200,88368
2004/7/22,6176128,1104444,2853602,8011696,391510,6027354,3815864,66060,1540847,3700279,3566278,1943052,1391457,254961,887921,79200,7499246,4181283,6376416,655468,17200621,1054909,3987000,4540,413586,5116555,71066,107279,972800,43956
2004/7/23,5226160,957333,2904272,6127489,164709,3948734,2311175,70980,1299745,3074080,3220897,938473,686167,165469,547319,143700,3398713,4198523,4076559,693214,11717735,901647,2969500,35675,292454,3818477,91240,72403,546600,25305
2004/7/26,4507440,764267,2527134,7475297,318240,4045428,3196109,83439,1199351,1520864,2953151,1831086,1516972,165844,966320,147500,5383569,3844403,4667839,1238996,14778265,3718862,3609400,18371,370815,5066949,39161,230656,489800,23895
2004/7/27,6005984,1146133,2748534,5534281,257957,3364270,2716005,86886,1693635,1353710,2792037,3099054,1447840,138633,474383,84700,7198741,4109894,4231288,729612,18260483,1629243,2876300,43401,556368,5619341,62481,127984,736700,16101
2004/7/28,4859872,1670756,2730907,8015050,328213,4323554,2941876,361872,4330221,2956516,3767271,1861286,1376656,465439,1089412,139600,7101430,6662679,5871235,1046596,24573748,1192717,3909300,31992,289857,4905954,78973,67222,984200,122742
2004/7/29,6524944,1307556,3081462,6402567,513497,5782874,5245885,96912,3072071,1876602,3584826,3331511,1235818,256857,1437302,211200,5905146,13165244,5368657,1013910,22455223,914484,4151700,16298,224959,6213063,115375,116996,710100,70074
2004/7/30,8497744,1462222,2155475,6220368,516799,4581484,5311726,52500,1469086,1651261,3425407,1978988,957721,370958,1304004,102700,6264402,4700886,9834219,1096346,16899977,997758,4330100,18806,160007,4485715,187088,171848,842300,83499
2004/8/2,3791616,1179822,1921397,3772316,344612,4147994,2232477,44973,1444427,1556881,3948491,1700948,1481058,314091,1452382,130200,6191741,3492943,5434606,1089436,12583047,1044863,4263100,11452,185924,5560557,73301,128700,649500,29463
2004/8/3,7735760,1367822,1905996,5129706,1313448,6020364,2487039,123057,1584295,1424258,5804227,1460013,2126245,329654,2391219,83200,5463985,3670350,4475814,995138,17703518,884283,4004500,19701,112360,2962378,64532,175876,887200,64443
2004/8/4,21321328,972622,2809222,8519485,482017,10415142,2493230,245928,4227552,1584829,3580548,1559440,3027721,248790,1117210,167200,6458362,4491540,6618260,1204374,12731936,873730,5300100,14899,303531,4611693,279481,179680,865600,50262
2004/8/5,16593152,702133,2281659,5354477,629113,10225986,2787419,113070,3491318,981069,3370104,1267674,1930312,116851,912939,51000,7810718,3254746,4517193,631724,8123015,783387,2998000,7847,152296,2955709,84273,208220,694300,50001
2004/8/6,8648608,1195822,3806095,9047397,644057,8676646,4835326,84945,5197297,2569015,4168849,2548648,2010527,266531,882374,339800,11037202,7456798,9040708,944302,20260356,1034922,6878200,10374,894137,7389422,87671,207357,879600,49800
2004/8/9,6904288,743200,3450382,4705487,899444,4216522,3581165,86223,1973919,2331584,2740173,1661872,2465849,179660,745801,68500,10533823,4861975,7499213,1262356,14942387,756485,4195700,21364,319060,6343076,73355,369946,672500,113202
2004/8/10,6490672,665333,1721389,5249894,541108,4008080,3231936,106572,1822645,1490139,2705929,1377715,2179011,346318,770881,207700,7823633,3316203,5702278,681010,12297432,759441,4350100,7568,266352,4306013,43302,293996,555900,79884
2004/8/11,6615616,879467,3018919,12123496,485893,5494328,3758262,1310514,1834847,2339586,2904572,1970592,2636262,268780,757695,277200,5430445,5511997,5944017,710454,14061156,894393,4690600,19647,250796,7109911,145625,471986,735700,39174
2004/8/12,8493248,952889,2223847,10031218,646398,5251590,4278494,493476,1538246,2478380,4408342,2759543,3369628,324881,1340670,112100,6107209,4628065,4356777,1275508,33477962,1625845,4511600,18699,230047,5070063,34969,345731,1465900,73836
